hour, t(sec), S1 (kVA), Ang1, S2 (kVA), Ang2, S3 (kVA), Ang3
33, 1800.00000, 852.542, 21.9535, 820.692, 23.7978, 888.404, 21.3268
33, 2700.00000, 820.182, 23.4089, 788.636, 25.3382, 837.519, 22.9377
34, 0.00000, 819.42, 24.1553, 792.422, 26.0221, 812.13, 23.866
34, 900.00000, 914.16, 22.6017, 870.672, 24.8127, 914.614, 21.7973
34, 1800.00000, 934.403, 21.8743, 904.448, 24.0741, 954.486, 21.0656
34, 2700.00000, 889.271, 22.3977, 869.135, 24.5526, 948.446, 21.4021
35, 0.00000, 823.238, 22.8164, 825.194, 24.8749, 914.121, 21.4723
35, 900.00000, 796.378, 23.3289, 821.362, 25.3093, 910.847, 21.6706
35, 1800.00000, 776.699, 24.7774, 769.359, 27.0989, 853.771, 23.0065
35, 2700.00000, 733.857, 25.4596, 776.179, 27.3528, 829.977, 23.5939
36, 0.00000, 700.16, 26.1085, 765.868, 27.8665, 795.125, 24.4011
36, 900.00000, 718.947, 27.3177, 757.845, 28.6598, 785.135, 25.7289
36, 1800.00000, 677.188, 28.0212, 702.628, 29.2445, 739.781, 26.1076
36, 2700.00000, 615.716, 29.9336, 678.596, 30.6455, 660.166, 28.4218
37, 0.00000, 619.389, 29.9838, 664.53, 30.9259, 659.166, 28.1855
37, 900.00000, 585.756, 30.2515, 620.069, 31.1325, 598.266, 28.951
37, 1800.00000, 583.501, 30.2493, 612.327, 30.9169, 588.159, 29.3424
37, 2700.00000, 560.691, 30.0676, 609.302, 30.593, 582.46, 29.1928
38, 0.00000, 546.314, 29.8925, 592.172, 30.8595, 562.781, 29.0849
38, 900.00000, 511.247, 29.7411, 542.776, 30.5057, 523.934, 29.1488
38, 1800.00000, 501.605, 29.6835, 535.68, 30.1303, 516.8, 29.0031
38, 2700.00000, 498.846, 29.3821, 525.337, 30.0138, 513.656, 28.9198
39, 0.00000, 521.17, 28.251, 537.116, 29.1345, 531.313, 27.9741
39, 900.00000, 571.299, 27.1226, 574.543, 28.4801, 568.12, 26.6071
39, 1800.00000, 607.893, 25.7532, 588.398, 27.1961, 589.933, 25.6623
39, 2700.00000, 635.262, 24.3442, 630.856, 25.6506, 623.057, 24.9595
40, 0.00000, 643.737, 22.6264, 646.885, 24.1322, 628.758, 23.3692
40, 900.00000, 647.3, 21.5063, 652.621, 22.899, 622.612, 22.7612
40, 1800.00000, 725.758, 21.4234, 717.042, 22.2525, 711.953, 21.9541
40, 2700.00000, 763.047, 20.9327, 763.097, 21.5864, 759.798, 21.2696
41, 0.00000, 763.885, 20.3759, 767.325, 20.8803, 764.603, 20.6959
41, 900.00000, 842.762, 18.67, 840.753, 18.9145, 836.369, 18.566
41, 1800.00000, 939.692, 18.03, 933.167, 18.0043, 911.843, 17.5234
41, 2700.00000, 1002.47, 17.8293, 968.948, 17.605, 969.391, 17.567
42, 0.00000, 1002.25, 17.9795, 1002.67, 17.8666, 992.766, 17.6832
42, 900.00000, 1037.88, 17.2182, 1052.19, 17.5649, 998.163, 17.3154
42, 1800.00000, 1070.48, 17.1375, 1093.76, 17.3025, 1038.14, 17.1826
42, 2700.00000, 1040.12, 16.8675, 1061.93, 17.1876, 1085.27, 16.7716
43, 0.00000, 1023.69, 16.252, 1042.18, 16.6876, 1097.73, 16.1111
43, 900.00000, 1044.85, 16.1416, 1036.87, 16.7427, 1086.76, 16.0274
43, 1800.00000, 1053.67, 16.1996, 1040.8, 16.7543, 1052.02, 16.1824
43, 2700.00000, 1072.08, 16.017, 1056.68, 16.7665, 1069.46, 15.9466
